E11	E22	P11	P12	P21	P22	S11	S12	S21	S22
0.0329792734227183	-0.230300100943631	2.03648576878945e-03	4.31950980676289e-07	1.33923267448364e-07	-3.36487228403799e-03	0.00418847911283196	4.25053910337773e-07	1.54428390911248e-07	-0.00809982094076635
0.035375235941418	-0.244051525851301	2.03648576878945e-03	4.31950980676289e-07	1.33923267448364e-07	-3.36487228403799e-03	0.00451456961162699	4.25053910337773e-07	1.54428390911248e-07	-0.00871007259427916
0.037776571810966	-0.257443139785293	2.03648576878945e-03	4.31950980676289e-07	1.33923267448364e-07	-3.36487228403799e-03	0.00484139142347247	4.25053910337773e-07	1.54428390911248e-07	-0.00932169284025304
0.0401832810313624	-0.270474942745605	2.03648576878945e-03	4.31950980676289e-07	1.33923267448364e-07	-3.36487228403799e-03	0.00516894454836842	4.25053910337773e-07	1.54428390911248e-07	-0.009934681678688
0.0425953636026072	-0.28314693473224	2.03648576878945e-03	4.31950980676289e-07	1.33923267448364e-07	-3.36487228403799e-03	0.00549722898631484	4.25053910337773e-07	1.54428390911248e-07	-0.0105490391095841
0.0450128195247004	-0.295459115745195	2.03648576878945e-03	4.31950980676289e-07	1.33923267448364e-07	-3.36487228403799e-03	0.00582624473731172	4.25053910337773e-07	1.54428390911248e-07	-0.0111647651329412
0.0474356487976418	-0.307411485784472	2.03648576878945e-03	4.31950980676289e-07	1.33923267448364e-07	-3.36487228403799e-03	0.00615599180135905	4.25053910337773e-07	1.54428390911248e-07	-0.0117818597487594

1.46956337478765e-03	-2.21602431228765e-03	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00
1.47926739365482e-02	-2.19387676865482e-02	4.60635958504636e-04	-7.16292255608263e-10	4.15664762513789e-11	-3.78826333038299e-04	4.53969484043791e-04	-7.05925839482144e-10	4.25095441764658e-11	-3.87421215166536e-04
2.98009927368112e-02	-4.33853677368112e-02	1.19078080458658e-03	-2.24055048099279e-07	-4.02899814360926e-08	-1.40802388136594e-03	1.15680576289093e-03	-2.17662368966417e-07	-4.21606363496114e-08	-1.47339811828900e-03
4.50249564007890e-02	-6.43398001507891e-02	2.09717493113495e-03	9.09216057342570e-08	6.01181337215432e-09	-2.71913243862693e-03	2.00868328390275e-03	8.70851100080437e-08	6.44045498451677e-09	-2.91300627345331e-03
6.04645649284817e-02	-8.48020649284817e-02	2.94561836860392e-03	3.56891486653226e-07	6.39607127498594e-08	-3.80385132309352e-03	2.78219394863226e-03	3.37090963672794e-07	7.01892665745803e-08	-4.17427391046808e-03
7.61198183198891e-02	-1.04772162069889e-01	3.81199917620364e-03	5.63576522362089e-07	7.92292164837757e-08	-4.86673081800825e-03	3.55125119400457e-03	5.25026818065713e-07	8.91141358362567e-08	-5.47392149565551e-03
9.19907165750115e-02	-1.24250091575011e-01	4.55365736218588e-03	4.18017562168529e-07	5.15056618111998e-08	-5.85287206337738e-03	4.18492715887015e-03	3.84168792173686e-07	5.94142381095478e-08	-6.75156715145067e-03
1.08077259693849e-01	-1.43235853443849e-01	5.26461795290338e-03	5.42287868549916e-07	7.59774664910992e-08	-6.99529130990453e-03	4.77389080944883e-03	4.91739969529666e-07	8.99454519574944e-08	-8.28133218310729e-03
1.24379447676400e-01	-1.61729447676400e-01	6.01220382647897e-03	-3.70366941432533e-07	-3.42210501067267e-07	-7.19607562117022e-03	5.38015017530111e-03	-3.31430840068667e-07	-4.16050681824965e-07	-8.74880273783115e-03
1.40897280522667e-01	-1.79730874272667e-01	6.73263465488318e-03	1.03699055341645e-05	8.32589227199833e-06	-8.28323293920778e-03	5.94669734746538e-03	9.15936968134099e-06	1.04029917082710e-05	-1.03496899514380e-02
0.157630758232649	-0.197240133232649	6.73263465488318e-03	1.03699055341645e-05	8.32589227199833e-06	-8.28323293920778e-03	0.00692151643805982	9.15936968134099e-06	1.04029917082710e-05	-0.0116848576113838
0.174579880806345	-0.214257224556345	6.73263465488318e-03	1.03699055341645e-05	8.32589227199833e-06	-8.28323293920778e-03	0.00766897274355982	9.15936968134099e-06	1.04029917082710e-05	-0.0129950247863305
0.191744648243756	-0.230782148243756	6.73263465488318e-03	1.03699055341645e-05	8.32589227199833e-06	-8.28323293920778e-03	0.00842593898754964	9.15936968134099e-06	1.04029917082710e-05	-0.0143218613092423
0.209125060544882	-0.246814904294882	6.73263465488318e-03	1.03699055341645e-05	8.32589227199833e-06	-8.28323293920778e-03	0.0091924151700293	9.15936968134099e-06	1.04029917082710e-05	-0.0156653671801194
0.226721117709723	-0.262355492709723	6.73263465488318e-03	1.03699055341645e-05	8.32589227199833e-06	-8.28323293920778e-03	0.00996840129099878	9.15936968134099e-06	1.04029917082710e-05	-0.0170255423989616
0.244532819738279	-0.277403913488279	6.73263465488318e-03	1.03699055341645e-05	8.32589227199833e-06	-8.28323293920778e-03	0.0107538973504581	9.15936968134099e-06	1.04029917082710e-05	-0.018402386965769
0.262560166630549	-0.291960166630549	6.73263465488318e-03	1.03699055341645e-05	8.32589227199833e-06	-8.28323293920778e-03	0.0115489033484072	9.15936968134099e-06	1.04029917082710e-05	-0.0197959008805414
0.280803158386535	-0.306024252136535	6.73263465488318e-03	1.03699055341645e-05	8.32589227199833e-06	-8.28323293920778e-03	0.0123534192848462	9.15936968134099e-06	1.04029917082710e-05	-0.0212060841432792
0.299261795006235	-0.319596170006235	6.73263465488318e-03	1.03699055341645e-05	8.32589227199833e-06	-8.28323293920778e-03	0.013167445159775	9.15936968134099e-06	1.04029917082710e-05	-0.022632936753982
0.31793607648965	-0.33267592023965	6.73263465488318e-03	1.03699055341645e-05	8.32589227199833e-06	-8.28323293920778e-03	0.0139909809731936	9.15936968134099e-06	1.04029917082710e-05	-0.0240764587126499
0.336826002836779	-0.34526350283678	6.73263465488318e-03	1.03699055341645e-05	8.32589227199833e-06	-8.28323293920778e-03	0.014824026725102	9.15936968134099e-06	1.04029917082710e-05	-0.025536650019283

2.38150233906474e-03	-1.87690858906474e-03	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00
2.40696372898015e-02	-1.86102622898015e-02	9.15933894133473e-04	-3.69856614273543e-10	-2.01193231228772e-11	-2.53981792589698e-04	8.94653021618691e-04	-3.61263339685151e-10	-2.05045363721156e-11	-2.58844637675159e-04
4.87050832443901e-02	-3.68675832443901e-02	2.07226774920568e-03	-6.72541667694595e-08	-1.12125310805287e-08	-1.52362674727027e-03	1.97815982996097e-03	-6.41999525166747e-08	-1.16502721853846e-08	-1.58310966428053e-03
7.39063378637657e-02	-5.47719628637657e-02	3.38480964357137e-03	-3.46873657683877e-07	-2.55414533106764e-08	-3.06950965565836e-03	3.15935727977800e-03	-3.23769408317592e-07	-2.70669521147274e-08	-3.25284038675551e-03
9.96734011479283e-02	-7.23234011479283e-02	4.64883028649968e-03	5.82123667776471e-07	1.45559876361182e-07	-4.26100376185193e-03	4.24493750690878e-03	5.31548462455109e-07	1.57387028675963e-07	-4.60722238861299e-03
1.26006273096878e-01	-8.95218980968780e-02	5.83570471139707e-03	5.40612487145052e-07	1.70948979295999e-07	-5.48012553357656e-03	5.21541615472598e-03	4.83149720272241e-07	1.88671593516185e-07	-6.04826083985178e-03
1.52904953710615e-01	-1.06367453710615e-01	6.94394255555602e-03	4.29030794681708e-07	1.98704452602778e-07	-6.61553823317261e-03	6.07667682248631e-03	3.75446868305272e-07	2.23947955185323e-07	-7.45597917088961e-03
1.80369442989139e-01	-1.22860067989139e-01	8.07739676806885e-03	-3.06655051430632e-06	-2.40001047834874e-06	-7.71445667144396e-03	6.92442982599592e-03	-2.62883134924452e-06	-2.76341990037092e-06	-8.88257917152302e-03
2.08399740932449e-01	-1.38999740932449e-01	8.99048103569074e-03	-2.97024711579647e-06	-1.45470954981299e-06	-8.63890002665245e-03	7.55316087075483e-03	-2.49538975750508e-06	-1.71201488090660e-06	-1.01669267258160e-02
2.36995847540547e-01	-1.54786472540547e-01	9.89919079120200e-03	-1.38973961003613e-06	2.21433427020344e-06	-9.90672667536573e-03	8.15365208766904e-03	-1.14468480421231e-06	2.66492064234766e-06	-1.19226084202964e-02
2.66157762813432e-01	-1.70220262813432e-01	1.07887561552923e-02	1.74305814825013e-05	1.80790306359046e-05	-9.63317713973480e-03	8.71559972344082e-03	1.40811386374490e-05	2.22611788618517e-05	-0.0133998983239865
2.95885486751104e-01	-1.85301111751104e-01	1.41786429427159e-03	-2.07388509493151e-03	-1.42400792334113e-03	-1.67351508551975e-03	0.00993948903398362	-1.64378267904143e-03	-1.79493945338020e-03	-0.0149635766031081
3.26179019353563e-01	-2.00029019353563e-01	1.92398873961806e-03	-2.18791383423292e-03	-1.48302091860688e-03	-1.90334315474942e-03	0.0107215409276742	-1.70207281573072e-03	-1.91466437939106e-03	-0.0165570164179974
3.57038360620809e-01	-2.14403985620809e-01	1.73905173091631e-03	-2.65773882388778e-03	-1.72108882057811e-03	-1.99710351674452e-03	0.011484851636465	-2.03000530170779e-03	-2.27725788561728e-03	-0.0181802177686546
3.88463510552842e-01	-2.28426010552842e-01	1.84027377219030e-03	-3.03837261904058e-03	-1.85190038698799e-03	-2.00870896661919e-03	0.0122294211603559	-2.27932491572976e-03	-2.51280355915061e-03	-0.0198331806550795
4.20454469149662e-01	-2.42095094149662e-01	1.67292650790151e-03	-3.73153719515451e-03	-2.11877995824181e-03	-1.87396527721443e-03	0.0129552494993471	-2.75024650679268e-03	-2.95012933964875e-03	-0.0215159050772722
4.53011236411269e-01	-2.55411236411269e-01	1.83046024964892e-03	-4.13568109056818e-03	-2.24593473095359e-03	-2.06189794207117e-03	0.0136623366534384	-2.99559456362891e-03	-3.21117432261078e-03	-0.0232283910352328
4.86133812337664e-01	-2.68374437337663e-01	1.93560027275594e-03	-4.64808557190216e-03	-2.39842244181908e-03	-2.18433772209699e-03	0.0143506826226299	-3.30971952522470e-03	-3.52385019638175e-03	-0.0249706385289611
5.19822196928845e-01	-2.80984696928845e-01	2.16050080159447e-03	-5.03155462391820e-03	-2.49216019998226e-03	-2.42883410339231e-03	0.0150202874069217	-3.52309994681119e-03	-3.76550932719924e-03	-0.0267426475584572
5.54076390184813e-01	-2.93242015184813e-01	2.12404923586761e-03	-5.85811501049041e-03	-2.75540831930045e-03	-2.92580184617206e-03	0.0156711510063136	-4.03465916705390e-03	-4.28489142874268e-03	-0.0285444181237212
5.88896392105568e-01	-3.05146392105568e-01	2.24394920233245e-03	-6.39919555451922e-03	-2.87893478382794e-03	-3.23175988904017e-03	0.0163032734208057	-4.33627787681902e-03	-4.61171651769021e-03	-0.0303759502247529

2.72218023122574e-03	-9.68016168725739e-04	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00
2.75543595803568e-02	-9.63795333035683e-03	1.25553887931976e-03	-4.11841157855819e-11	-5.17810677256833e-10	2.30425588300650e-04	1.22231054856442e-03	-4.00941619468517e-11	-5.22874640505699e-10	2.32679050351558e-04
5.58477353120458e-02	-1.91821103120458e-02	2.89963302215101e-03	3.10753720133041e-06	6.26726137679132e-07	8.17971421727122e-05	2.75011033973651e-03	2.94729371724251e-06	6.39105419853378e-07	8.34128237968306e-05
8.48801271950668e-02	-2.86324709450668e-02	4.64901909088227e-03	9.99307809371904e-06	2.64908158322663e-06	-8.40961000872817e-04	4.29846009290859e-03	9.23955065605433e-06	2.72835265415025e-06	-8.66125903141697e-04
1.14651535229420e-01	-3.79890352294199e-02	6.38903378615251e-03	1.16070788060995e-05	2.92944963066049e-06	-1.48851108658914e-03	5.76243051475378e-03	1.04687167634619e-05	3.04750829171894e-06	-1.54849901879802e-03
1.45161959415105e-01	-4.72518031651050e-02	8.12672981305700e-03	1.47548806742398e-05	3.65345225017449e-06	-2.04880886129742e-03	7.15428846530219e-03	1.29893173567826e-05	3.83937093716377e-06	-2.15306966102903e-03
1.76411399752122e-01	-5.64207747521223e-02	9.86528934176639e-03	1.48458297892168e-05	4.11200234932777e-06	-2.52476971748224e-03	8.48182622351698e-03	1.27639184268976e-05	4.36568862565913e-06	-2.68053310811526e-03
2.08399856240472e-01	-6.54959499904717e-02	1.15638074611539e-02	1.34884776608530e-05	4.20181919089285e-06	-2.75681881024007e-03	9.71508538611538e-03	1.13320558686317e-05	4.50739322960678e-06	-2.95730631804942e-03
2.41127328880153e-01	-7.44773288801531e-02	1.32192394731519e-02	1.27002474075238e-05	4.69719852813650e-06	-2.85555882125343e-03	1.08578805170569e-02	1.04315962478798e-05	5.09169717663717e-06	-3.09538562204773e-03
2.74593817671167e-01	-8.33649114211667e-02	1.48412217523089e-02	1.38700371549534e-05	5.92766953061726e-06	-2.86781647886209e-03	1.19238812757431e-02	1.11436025339411e-05	6.49368270507208e-06	-3.14165460370532e-03
3.08799322613512e-01	-9.21586976135123e-02	1.64093698707137e-02	1.17469608592050e-05	6.44917733171545e-06	-2.86674655329133e-03	1.29019845339903e-02	9.23613207094223e-06	7.14074819026667e-06	-3.17415915386578e-03
3.43743843707190e-01	-1.00858687457190e-01	1.78990592651793e-02	-8.50138912069734e-07	1.91617763953482e-06	-2.68276773486233e-03	1.37787525140282e-02	-6.54439627156386e-07	2.14465495162274e-06	-3.00265016557808e-03
3.79427380952200e-01	-1.09464880952200e-01	1.47312840756493e-04	-5.04023534604411e-12	-5.66650243178674e-14	-3.25656050828332e-04	0.0155907622618793	-3.80045702692208e-12	-6.41165336009116e-14	-0.00303757263341447
4.15849934348542e-01	-1.17977278098542e-01	1.57951865512759e-03	1.21317112571952e-04	7.76755721428064e-05	-1.07396945490441e-03	0.016787605300655	8.96385676229511e-05	8.88637969518934e-05	-0.00279959035667499
4.53011503896216e-01	-1.26395878896216e-01	7.28212018669593e-04	-1.29458626571297e-03	-8.14250079118984e-04	-2.32725165930849e-04	0.017971260572808	-9.37706498774581e-04	-9.41969806949961e-04	-0.00244904004373109
4.90912089595222e-01	-1.34720683345222e-01	2.12020303287390e-03	-1.26134805847994e-03	-8.17980103578149e-04	-1.29289475010339e-03	0.0191417280783382	-8.95988388933621e-04	-9.57007191683835e-04	-0.00197942944135807
5.29551691445560e-01	-1.42951691445560e-01	2.07579617784036e-03	-1.28169178606510e-03	-7.69438285873165e-04	-7.99880152166664e-04	0.0202990078172457	-8.93191383885816e-04	-9.10532190804007e-04	-0.00138413718768346
5.68930309447230e-01	-1.51088903197230e-01	2.31722607856642e-03	-1.33350873161419e-03	-7.73855312737819e-04	-4.85986027514259e-04	0.0214430997895305	-9.12023796508238e-04	-9.26376180396387e-04	-0.000656412812187102
6.09047943600233e-01	-1.59132318600233e-01	1.82223778476027e-03	-1.90344212970317e-03	-1.07160788659766e-03	-2.20753548390403e-04	0.0225740039951928	-1.27805492794484e-03	-1.29786042550453e-03	0.00021062326429892
6.49904593904567e-01	-1.67081937654567e-01	1.79345551914809e-03	-2.41943320528834e-03	-1.32810744893016e-03	-9.70229700924891e-04	0.0236917204342321	-1.59539319198824e-03	-1.62760694961576e-03	0.00122397972959019
6.91500260360234e-01	-1.74937760360233e-01	1.88712717013901e-03	-2.77777383207256e-03	-1.46962361672733e-03	-1.04567706437343e-03	0.0247962491066488	-1.79942940740370e-03	-1.82266923424370e-03	0.00239079438015009

2.39974089167064e-03	2.68231071167820e-04	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00
2.42559329329788e-02	2.68554749936867e-03	1.51015242924824e-03	-9.55119098576586e-15	9.52119303774837e-14	1.24978175798006e-03	1.47480333413193e-03	-9.32762020437263e-15	9.49572596534846e-14	1.24643886992093e-03
4.90863636798963e-02	5.37828786027172e-03	3.86693881781498e-03	2.98840968215759e-06	5.11862487725701e-07	5.17785737657818e-03	3.69004764569387e-03	2.85170638366743e-06	5.09131555884972e-07	5.15023203595344e-03
7.44912922407525e-02	8.07822108270913e-03	6.53589455395862e-03	2.62812032828426e-06	-2.99810874244937e-07	9.94105427055348e-03	6.09745092985336e-03	2.45181965638622e-06	-2.97417893532792e-07	9.86170841230959e-03
1.00470718615547e-01	1.07853471666809e-02	9.34821828948280e-03	3.81392779841492e-06	-5.27785030982279e-07	1.49666213586147e-02	8.53037120165468e-03	3.48025889525830e-06	-5.22183152328705e-07	1.48077665374597e-02
1.27024642804281e-01	1.34996661121871e-02	1.22598433892885e-02	4.85728020587365e-06	-7.73847044609050e-07	2.04040096719542e-02	1.09478192834002e-02	4.33746371908813e-06	-7.63607258099787e-07	2.01340174242235e-02
1.54153064806953e-01	1.62211779192276e-02	1.51646717977188e-02	6.62780400222229e-06	-9.50425306054721e-07	2.58974101233265e-02	1.32580095477376e-02	5.79448668023364e-06	-9.35373549510809e-07	2.54872763549904e-02
1.81855984623564e-01	1.89498825878025e-02	1.80880564809874e-02	7.46723394813608e-06	-1.46067248415355e-06	3.17284239600593e-02	1.54892567715091e-02	6.39437985596650e-06	-1.43375564673150e-06	3.11437420148210e-02
2.10133402254114e-01	2.16857801179118e-02	2.07126631900040e-02	8.13787521689183e-06	-1.76819177998665e-06	3.79574306101626e-02	1.73800481334617e-02	6.82851170205594e-06	-1.73105102677808e-06	3.71601372516706e-02
2.38985317698602e-01	2.44288705095555e-02	-1.53175211620056e-04	-5.65700020269920e-06	-5.03710675582008e-06	8.96872897406935e-04	0.0203722299809291	-4.65321684445581e-06	-4.91838885169077e-06	0.0404936361624801
2.68411730957029e-01	2.71791537627335e-02	-7.58908609535058e-05	-8.76979265242330e-06	-7.94395860338783e-06	1.16394425338050e-03	0.022917614727783	-7.07420000569123e-06	-7.73647025666711e-06	0.0454240689504523
2.98412642029395e-01	2.99366298774459e-02	8.99625082261849e-04	-2.75075591424393e-03	-1.97506160282348e-03	4.48065446353310e-03	0.0255126935355427	-2.17682419091069e-03	-1.91846410733338e-03	0.0503673963812973
3.28988050915699e-01	3.27012988536926e-02	1.19465553416169e-03	-3.08533695284733e-03	-2.37631963928331e-03	4.39570383689972e-03	0.028157466404208	-2.39614705356600e-03	-2.30222614485116e-03	0.0553236184550147
3.60137957615942e-01	3.54731606914738e-02	1.88890826143913e-03	-3.40854060152624e-03	-2.65860257040962e-03	5.05064882476786e-03	0.030851933333779	-2.59877940894447e-03	-2.56903232359755e-03	0.0602927351716051
3.91862362130124e-01	3.82522153907893e-02	1.51860963922246e-03	-3.84919926727602e-03	-2.93850897811735e-03	5.70898271233913e-03	0.0335960943242557	-2.88208296449715e-03	-2.83216864980220e-03	0.065274746531068
4.24161264458244e-01	4.10384629516392e-02	1.93485517903841e-03	-4.31248086913664e-03	-3.23280409937272e-03	6.37661501479359e-03	0.0363899493756381	-3.17203742702946e-03	-3.10778037587199e-03	0.0702696525334036
4.57034664600303e-01	4.38319033740234e-02	2.20747548272062e-03	-4.77872879006622e-03	-3.52812689816629e-03	7.09252903435095e-03	0.0392334984879262	-3.45408922020022e-03	-3.38295996852437e-03	0.0752774531786118
4.90482562556301e-01	4.66325366579421e-02	2.49197429894134e-03	-5.26874414774322e-03	-3.83717276498979e-03	7.90942440992354e-03	0.04212674166112	-3.74342119226917e-03	-3.66985256007313e-03	0.0802981484666928
5.24504958326237e-01	4.94403628033951e-02	2.75025650876151e-03	-5.79256370216069e-03	-4.15695298030505e-03	8.68299901532923e-03	0.0450696788952195	-4.04667930504906e-03	-3.96551716627535e-03	0.0853317383976464
