t	lf	fx	fy	fz	enEl	enU	enQ	enVi	enHa	enTot	diss
130.8	0.183333	0.00233878	-0.00804461	-2.79578	0.828722	0.0758064	0.752915	1.58548	1.66257	4.07676	0.0904098
132	0.166667	0.00209094	-0.00739715	-3.44487	0.747159	0.0572041	0.689955	1.67066	1.66257	4.08039	0.0917876
133.2	0.15	0.00186434	-0.00678923	-4.09944	0.689173	0.0423686	0.646804	1.77612	1.66257	4.12786	0.0932434
134.4	0.133333	0.00165966	-0.0062215	-4.76006	0.655058	0.0313849	0.623673	1.90182	1.66257	4.21944	0.0947793
135.6	0.116667	0.00147737	-0.00569435	-5.42727	0.645166	0.0243505	0.620815	2.04772	1.66257	4.35545	0.0963971
136.8	0.1	0.00131776	-0.00520793	-6.10164	0.659908	0.0213753	0.638532	2.21377	1.66257	4.53625	0.0980987
138	0.0833333	0.00118087	-0.00476211	-6.78376	0.699755	0.0225826	0.677172	2.39995	1.66257	4.76227	0.0998857
139.2	0.0666667	0.00106651	-0.00435646	-7.47423	0.76524	0.0281095	0.73713	2.60622	1.66257	5.03402	0.10176
140.4	0.05	0.000961834	-0.00397715	-8.17163	0.856961	0.0381082	0.818853	2.83253	1.66257	5.35206	0.103722
141.6	0.0333333	0.000823509	-0.0036391	-8.88077	0.975575	0.0527459	0.922829	3.07886	1.66256	5.717	0.105774
142.8	0.0166667	0.000921989	-0.00328665	-9.60004	1.1218	0.072206	1.0496	3.34516	1.66255	6.12952	0.10792
144	0	0.00105937	-0.00317467	-10.3314	1.29635	0.0966882	1.19966	3.63141	1.66244	6.5902	0.110177
