t	lf	fx	fy	fz	enEl	enU	enQ	enVi	enHa	enTot	diss
684	0.95	0.251611	0.116698	12.0621	31.5786	10.1593	21.4193	2.69651	0.0700277	34.3451	0.288472
696	0.966667	0.253981	0.115584	12.058	32.2979	10.2336	22.0643	2.70996	0.0755428	35.0834	0.296407
708	0.983333	0.254802	0.113791	12.0527	33.0177	10.3036	22.7142	2.72345	0.0812543	35.8224	0.304393
720	1	0.255139	0.111944	12.0467	33.7377	10.3695	23.3682	2.73716	0.0871818	36.5621	0.312615
732	0.983333	0.244371	0.105733	11.6607	32.833	10.1375	22.6955	2.41409	0.0871818	35.3343	0.282642
744	0.966667	0.235914	0.100521	11.3352	31.9348	9.91767	22.0171	2.13716	0.0871818	34.1592	0.274072
756	0.95	0.228678	0.0959068	11.0401	31.0413	9.70427	21.337	1.8972	0.0871818	33.0257	0.265888
768	0.933333	0.222017	0.0917154	10.7635	30.1486	9.49395	20.6547	1.68929	0.0871818	31.9251	0.257958
780	0.916667	0.215748	0.0878428	10.4992	29.2514	9.28447	19.967	1.50984	0.0871818	30.8484	0.25024
792	0.9	0.209737	0.0842237	10.2437	28.3527	9.07496	19.2778	1.35578	0.0871818	29.7957	0.242714
804	0.883333	0.203907	0.0808141	9.99505	27.452	8.86488	18.5871	1.22433	0.0871818	28.7635	0.235367
816	0.866667	0.198215	0.0775826	9.75184	26.55	8.65403	17.896	1.11301	0.0871818	27.7502	0.228187
828	0.85	0.192637	0.0745049	9.51324	25.6547	8.44268	17.212	1.01954	0.0871818	26.7614	0.221163
840	0.833333	0.187157	0.0715618	9.27863	24.7679	8.23085	16.5371	0.941897	0.0871818	25.797	0.214285
852	0.816667	0.181767	0.0687369	9.04753	23.8877	8.01847	15.8692	0.878246	0.0871818	24.8531	0.207546
864	0.8	0.176461	0.0660158	8.81952	23.0161	7.80573	15.2104	0.826958	0.0871818	23.9303	0.200936
876	0.783333	0.171237	0.0633857	8.59424	22.1574	7.5929	14.5645	0.786576	0.0871818	23.0312	0.194448
888	0.766667	0.166092	0.0608347	8.37135	21.3126	7.38015	13.9325	0.755804	0.0871818	22.1556	0.188078
900	0.75	0.161027	0.0583518	8.15053	20.482	7.1675	13.3145	0.733488	0.0871818	21.3026	0.181818
912	0.733333	0.156043	0.0559267	7.93145	19.6652	6.95495	12.7103	0.718607	0.0871818	20.471	0.175666
924	0.716667	0.151141	0.0535495	7.71383	18.8625	6.74253	12.12	0.710254	0.0871818	19.6599	0.169616
936	0.7	0.146322	0.0512111	7.49736	18.0742	6.53031	11.5439	0.707626	0.0871818	18.869	0.163665
948	0.683333	0.141591	0.0489027	7.28175	17.3008	6.31832	10.9824	0.710015	0.0871818	18.098	0.157811
960	0.666667	0.136951	0.0466163	7.06671	16.5422	6.1066	10.4356	0.716796	0.0871818	17.3462	0.152051
972	0.65	0.132405	0.0443442	6.85195	15.7986	5.89519	9.9034	0.727418	0.0871818	16.6132	0.146383
984	0.633333	0.12796	0.0420794	6.63718	15.07	5.68412	9.38589	0.741396	0.0871818	15.8986	0.140806
996	0.616667	0.123619	0.0398155	6.42212	14.3565	5.47343	8.88308	0.758307	0.0871818	15.202	0.13532
1008	0.6	0.119389	0.0375469	6.20649	13.6582	5.26319	8.395	0.77778	0.0871818	14.5231	0.129923
1020	0.583333	0.115276	0.0352686	5.99001	12.9751	5.05346	7.92164	0.799491	0.0871818	13.8618	0.124615
1032	0.566667	0.111284	0.0329765	5.7724	12.3074	4.84433	7.46303	0.823158	0.0871818	13.2177	0.119397
1044	0.55	0.107421	0.0306676	5.55338	11.6551	4.63592	7.01916	0.848538	0.0871818	12.5908	0.114269
1056	0.533333	0.103692	0.0283395	5.33266	11.0184	4.42834	6.59005	0.87542	0.0871818	11.981	0.109231
1068	0.516667	0.100103	0.0259912	5.10998	10.3974	4.22173	6.17568	0.903626	0.0871818	11.3882	0.104286
1080	0.5	0.096657	0.0236226	4.88506	9.79229	4.01626	5.77604	0.933001	0.0871818	10.8125	0.0994332
1092	0.483333	0.0933598	0.0212352	4.65762	9.2032	3.8121	5.3911	0.963418	0.0871818	10.2538	0.0946759
1104	0.466667	0.0902136	0.0188314	4.42738	8.6303	3.60946	5.02085	0.994767	0.0871818	9.71225	0.0900153
1116	0.45	0.0872202	0.0164152	4.19407	8.07378	3.40855	4.66523	1.02696	0.0871818	9.18792	0.0854537
1128	0.433333	0.0843794	0.0139919	3.95741	7.53381	3.20962	4.32419	1.05993	0.0871818	8.68093	0.0809934
1140	0.416667	0.0816893	0.0115685	3.71712	7.01062	3.01294	3.99768	1.09362	0.0871818	8.19143	0.076637
1152	0.4	0.0791457	0.00915312	3.47293	6.50442	2.81879	3.68563	1.12799	0.0871818	7.71959	0.0723874
1164	0.383333	0.0767416	0.00675575	3.22455	6.01542	2.62748	3.38794	1.16302	0.0871818	7.26561	0.0682476
1176	0.366667	0.0744673	0.00438765	2.97169	5.54386	2.43933	3.10453	1.19868	0.0871818	6.82972	0.0642208
1188	0.35	0.0723098	0.00206153	2.71407	5.09	2.25471	2.83529	1.23497	0.0871818	6.41215	0.0603105
1200	0.333333	0.0702523	-0.000208557	2.4514	4.65408	2.07398	2.5801	1.27191	0.0871818	6.01317	0.0565203
1212	0.316667	0.0682742	-0.00240738	2.18336	4.23637	1.89754	2.33883	1.3095	0.0871818	5.63305	0.0528541
1224	0.3	0.0663505	-0.0045187	1.90966	3.83715	1.7258	2.11135	1.34778	0.0871818	5.27211	0.0493159
1236	0.283333	0.0644519	-0.00652555	1.62997	3.4567	1.5592	1.8975	1.38677	0.0871818	4.93065	0.0459103
1248	0.266667	0.0625441	-0.00841053	1.34396	3.09531	1.39821	1.69711	1.42652	0.0871818	4.60901	0.0426419
1260	0.25	0.0605885	-0.0101562	1.05129	2.7533	1.24329	1.51	1.46708	0.0871818	4.30756	0.0395156
1272	0.233333	0.0585417	-0.0117455	0.751606	2.43096	1.09496	1.336	1.50851	0.0871818	4.02665	0.036537
1284	0.216667	0.0563564	-0.0131624	0.444538	2.12864	0.953742	1.1749	1.55086	0.0871818	3.76668	0.033712
1296	0.2	0.0539821	-0.0143923	0.129707	1.84666	0.820189	1.02647	1.59422	0.0871818	3.52806	0.0310469
1308	0.183333	0.0513661	-0.0154231	-0.193277	1.58537	0.69488	0.890492	1.63866	0.0871818	3.31121	0.0285488
1320	0.166667	0.0484555	-0.0162452	-0.524814	1.34513	0.578422	0.766712	1.68425	0.0871818	3.11657	0.0262256
1332	0.15	0.0451994	-0.0168526	-0.865303	1.12631	0.471447	0.654866	1.7311	0.0871818	2.94459	0.0240857
1344	0.133333	0.0415515	-0.0172431	-1.21514	0.92929	0.374621	0.554669	1.77928	0.0871818	2.79575	0.0221385
1356	0.116667	0.0374737	-0.0174188	-1.57472	0.754452	0.288633	0.465819	1.8289	0.0871818	2.67053	0.0203942
1368	0.1	0.0329393	-0.0173859	-1.94442	0.602201	0.214204	0.387998	1.88005	0.0871818	2.56944	0.0188639
1380	0.0833333	0.0279368	-0.0171543	-2.32456	0.472949	0.152079	0.32087	1.93284	0.0871818	2.49297	0.0175592
1392	0.0666667	0.0224733	-0.0167367	-2.71548	0.367124	0.103031	0.264093	1.98736	0.0871818	2.44167	0.0164924
1404	0.05	0.0165775	-0.0161475	-3.11744	0.285173	0.0678552	0.217318	2.04371	0.0871818	2.41607	0.0156758
1416	0.0333333	0.0103019	-0.0154013	-3.53069	0.227577	0.0473754	0.180202	2.10198	0.0871818	2.41674	0.015122
1428	0.0166667	0.00372454	-0.0145109	-3.95545	0.194859	0.0424452	0.152414	2.16225	0.0871818	2.44429	0.0148425
1440	0	-0.00305175	-0.0134868	-4.39193	0.187608	0.0539588	0.13365	2.22458	0.0871818	2.49937	0.0148482
