t	lf	fx	fy	fz	enEl	enU	enQ	enVi	enHa	enTot	diss
54	0.75	1.54824	-2.23285	65.0424	65.3348	32.0367	33.2981	43.0192	1.51004	109.864	0.538189
55.2	0.766667	1.57403	-2.27637	65.2086	66.9372	32.4631	34.4741	44.2979	1.73383	112.969	0.629857
56.4	0.783333	1.58516	-2.30817	65.3575	68.5283	32.8813	35.6469	45.575	1.97223	116.075	0.637289
57.6	0.8	1.58773	-2.33019	65.4907	70.1102	33.2932	36.817	46.8501	2.22449	119.185	0.644985
58.8	0.816667	1.58093	-2.34403	65.6084	71.6836	33.6988	37.9848	48.1231	2.49009	122.297	0.652883
60	0.833333	1.56488	-2.35115	65.7134	73.2484	34.0983	39.1502	49.3933	2.76846	125.41	0.661024
61.2	0.85	1.54329	-2.35349	65.8084	74.8039	34.4916	40.3123	50.6604	3.05914	128.523	0.669518
62.4	0.866667	1.51713	-2.35138	65.8966	76.3483	34.8785	41.4698	51.9238	3.36174	131.634	0.678448
63.6	0.883333	1.48695	-2.34652	65.9795	77.8821	35.259	42.6231	53.1833	3.67577	134.741	0.687675
64.8	0.9	1.45398	-2.33719	66.0566	79.4075	35.6329	43.7746	54.4406	4.00284	137.851	0.593743
66	0.916667	1.42236	-2.32487	66.1302	80.9106	35.9987	44.9119	55.6919	4.3387	140.941	0.708163
67.2	0.933333	1.39257	-2.30385	66.1942	82.4025	36.3569	46.0456	56.9405	4.68714	144.03	0.624597
68.4	0.95	1.36312	-2.27757	66.2476	83.8646	36.7047	47.1598	58.1828	5.04413	147.092	0.731267
69.6	0.966667	1.33462	-2.24492	66.2869	85.302	37.0426	48.2595	59.4204	5.4119	150.134	0.743842
70.8	0.983333	1.30686	-2.20903	66.3099	86.7095	37.3684	49.3411	60.6534	5.79079	153.154	0.757046
72	1	1.27869	-2.17117	66.3161	88.0909	37.6825	50.4084	61.8831	6.18222	156.156	0.695752
73.2	0.983333	1.23377	-2.05479	64.0211	84.5995	36.4817	48.1178	58.8483	6.33302	149.781	0.586955
74.4	0.966667	1.18698	-1.95793	62.0884	81.5121	35.3998	46.1122	55.9867	6.3743	143.873	0.499478
75.6	0.95	1.15281	-1.8793	60.3232	78.5052	34.3504	44.1548	53.2838	6.37853	138.167	0.451926
76.8	0.933333	1.12381	-1.80646	58.6464	75.5084	33.307	42.2014	50.7292	6.37872	132.616	0.415837
78	0.916667	1.09686	-1.73632	57.0317	72.5417	32.2701	40.2717	48.3076	6.37872	127.228	0.385557
79.2	0.9	1.07119	-1.66767	55.463	69.631	31.2453	38.3856	46.0047	6.37872	122.014	0.360041
80.4	0.883333	1.04592	-1.60108	53.9382	66.79	30.235	36.5549	43.8084	6.37872	116.977	0.338607
81.6	0.866667	1.02127	-1.53535	52.445	64.0196	29.2388	34.7808	41.7082	6.37872	112.107	0.32063
82.8	0.85	0.996898	-1.47065	50.9814	61.3205	28.2566	33.0639	39.6952	6.37872	107.394	0.305547
84	0.833333	0.972689	-1.40685	49.5441	58.693	27.2886	31.4044	37.7619	6.37872	102.834	0.292867
85.2	0.816667	0.948534	-1.34383	48.1301	56.1361	26.3345	29.8017	35.902	6.37872	98.4168	0.282168
86.4	0.8	0.924343	-1.28148	46.7369	53.6487	25.3939	28.2549	34.1103	6.37872	94.1377	0.273094
87.6	0.783333	0.900045	-1.21973	45.3621	51.2298	24.4666	26.7632	32.3824	6.37872	89.9909	0.265349
88.8	0.766667	0.875579	-1.15849	44.0035	48.8782	23.5524	25.3258	30.7148	6.37872	85.9717	0.258685
90	0.75	0.850898	-1.09767	42.6589	46.593	22.6512	23.9418	29.1045	6.37872	82.0762	0.2529
91.2	0.733333	0.825968	-1.03721	41.3264	44.3732	21.7628	22.6104	27.5491	6.37872	78.301	0.247828
92.4	0.716667	0.800769	-0.977024	40.004	42.2178	20.8873	21.3305	26.0467	6.37872	74.6432	0.243334
93.6	0.7	0.775295	-0.917063	38.6898	40.1259	20.0245	20.1014	24.5958	6.37872	71.1004	0.239311
94.8	0.683333	0.749553	-0.85727	37.382	38.0967	19.1744	18.9223	23.1951	6.37872	67.6705	0.235671
96	0.666667	0.723568	-0.797603	36.079	36.1294	18.3372	17.7922	21.8437	6.37872	64.3518	0.232349
97.2	0.65	0.697382	-0.738028	34.779	34.2232	17.5129	16.7102	20.5409	6.37872	61.1428	0.22929
98.4	0.633333	0.67105	-0.678531	33.4803	32.3773	16.7016	15.6757	19.2863	6.37872	58.0423	0.226456
99.6	0.616667	0.644646	-0.619109	32.1814	30.5912	15.9035	14.6877	18.0795	6.37872	55.0494	0.223818
100.8	0.6	0.618259	-0.55978	30.8807	28.8642	15.1188	13.7455	16.9203	6.37872	52.1633	0.221356
102	0.583333	0.591993	-0.500582	29.5767	27.1959	14.3477	12.8482	15.8088	6.37872	49.3834	0.219055
103.2	0.566667	0.565966	-0.441574	28.2678	25.5856	13.5905	11.9952	14.7449	6.37872	46.7093	0.216909
104.4	0.55	0.540308	-0.382835	26.9527	24.0332	12.8476	11.1856	13.7288	6.37872	44.1407	0.214915
105.6	0.533333	0.51516	-0.324466	25.6299	22.5381	12.1193	10.4188	12.7607	6.37872	41.6775	0.213075
106.8	0.516667	0.49067	-0.266591	24.2981	21.1002	11.4061	9.69414	11.8408	6.37872	39.3197	0.211392
108	0.5	0.466991	-0.209347	22.9559	19.7193	10.7084	9.01084	10.9695	6.37872	37.0675	0.209873
109.2	0.483333	0.44428	-0.152891	21.6021	18.3952	10.0269	8.3683	10.1471	6.37872	34.9211	0.208527
110.4	0.466667	0.422692	-0.0973897	20.2354	17.128	9.36215	7.76586	9.37406	6.37872	32.8808	0.207365
111.6	0.45	0.40238	-0.0430183	18.8546	15.9177	8.71476	7.2029	8.65071	6.37872	30.9471	0.206397
112.8	0.433333	0.383489	0.010045	17.4587	14.7643	8.08548	6.67882	7.97749	6.37872	29.1205	0.205635
114	0.416667	0.366817	0.0611836	16.0454	13.668	7.47513	6.19283	7.3548	6.37836	27.4011	0.205565
115.2	0.4	0.352621	0.110087	14.614	12.6288	6.88456	5.74422	6.783	6.3774	25.7892	0.206025
116.4	0.383333	0.340459	0.156846	13.1649	11.6469	6.31459	5.3323	6.26243	6.37563	24.285	0.206932
117.6	0.366667	0.329691	0.201641	11.6988	10.7223	5.76613	4.95621	5.79336	6.37263	22.8883	0.208408
118.8	0.35	0.320748	0.24566	10.2163	9.8555	5.24018	4.61532	5.37636	6.36843	21.6003	0.210052
120	0.333333	0.314203	0.287655	8.71497	9.04641	4.73779	4.30862	5.01161	6.36241	20.4204	0.212826
121.2	0.316667	0.311457	0.327307	7.19419	8.2946	4.26006	4.03455	4.69946	6.35345	19.3475	0.216913
122.4	0.3	0.312393	0.363945	5.65283	7.60044	3.80806	3.79238	4.44024	6.3414	18.3821	0.221225
123.6	0.283333	0.315141	0.395745	4.0904	6.96285	3.38283	3.58002	4.23372	6.32476	17.5213	0.227399
124.8	0.266667	0.318783	0.421894	2.50656	6.38065	2.98536	3.3953	4.08007	6.30282	16.7635	0.23402
126	0.25	0.322856	0.440402	0.90192	5.85498	2.61685	3.23814	3.97921	6.27622	16.1104	0.240877
127.2	0.233333	0.327059	0.452221	-0.723563	5.3849	2.27819	3.10671	3.93151	6.24359	15.56	0.249259
128.4	0.216667	0.330106	0.458053	-2.36992	4.97038	1.97041	2.99997	3.93713	6.20457	15.1121	0.258134
129.6	0.2	0.334006	0.458746	-4.03768	4.61157	1.69456	2.91701	3.9963	6.15961	14.7675	0.266842
130.8	0.183333	0.336817	0.455264	-5.72686	4.30912	1.45167	2.85745	4.10928	6.10927	14.5277	0.274794
132	0.166667	0.33651	0.451237	-7.43626	4.06451	1.24294	2.82157	4.27592	6.05456	14.395	0.283159
133.2	0.15	0.336973	0.445306	-9.16592	3.87692	1.06927	2.80766	4.49715	5.99514	14.3692	0.291492
134.4	0.133333	0.33393	0.442554	-10.9157	3.74642	0.931696	2.81473	4.77227	5.93105	14.4497	0.300738
135.6	0.116667	0.32786	0.439939	-12.6859	3.6719	0.831135	2.84077	5.10122	5.86085	14.634	0.311385
136.8	0.1	0.321446	0.437116	-14.4798	3.65778	0.768975	2.88881	5.48648	5.787	14.9313	0.271421
138	0.0833333	0.311164	0.437459	-16.2862	3.69846	0.745507	2.95295	5.92282	5.70443	15.3257	0.334444
139.2	0.0666667	0.29908	0.440201	-18.1134	3.798	0.762203	3.0358	6.41263	5.616	15.8266	0.346058
140.4	0.05	0.284363	0.44591	-19.9617	3.95816	0.820399	3.13776	6.95606	5.52253	16.4367	0.357025
141.6	0.0333333	0.267636	0.455078	-21.8343	4.17954	0.921376	3.25816	7.55332	5.42411	17.157	0.367171
142.8	0.0166667	0.251207	0.466836	-23.7313	4.46622	1.06682	3.39939	8.2042	5.32254	17.993	0.377252
144	0	0.231424	0.480381	-25.6529	4.81753	1.25811	3.55942	8.90924	5.21709	18.9439	0.387659
