t	lf	fx	fy	fz	enEl	enU	enQ	enVi	enHa	enTot	diss
60	0.833333	0.0549442	0.0380222	16.3709	25.2552	8.4365	16.8187	14.6784	0.143914	40.0775	0.358229
61.2	0.85	0.0501943	0.0376915	16.3724	25.8842	8.51483	17.3694	14.9853	0.15642	41.026	0.366519
62.4	0.866667	0.0445977	0.0378928	16.3716	26.5103	8.58894	17.9214	15.2905	0.169615	41.9704	0.374661
63.6	0.883333	0.0388992	0.0367885	16.3688	27.1338	8.65905	18.4748	15.5938	0.183559	42.9112	0.382701
64.8	0.9	0.0332165	0.0359597	16.365	27.7557	8.72568	19.03	15.8956	0.198321	43.8496	0.376927
66	0.916667	0.0279607	0.0349697	16.3597	28.3747	8.78878	19.586	16.1956	0.213918	44.7843	0.38455
67.2	0.933333	0.0233701	0.0338666	16.3529	28.9901	8.84828	20.1419	16.4937	0.230379	45.7142	0.406765
68.4	0.95	0.0199736	0.0324413	16.3454	29.6028	8.90461	20.6982	16.79	0.247798	46.6407	0.414776
69.6	0.966667	0.0162875	0.0300223	16.3357	30.2135	8.9581	21.2554	17.0848	0.26625	47.5646	0.407592
70.8	0.983333	0.0125347	0.0262936	16.3254	30.8204	9.00861	21.8117	17.3776	0.285726	48.4837	0.430813
72	1	0.0076836	0.0216613	16.3141	31.4243	9.05641	22.3679	17.6687	0.30631	49.3993	0.43882
73.2	0.983333	0.0077166	0.0165992	15.9035	30.5177	8.87105	21.6467	16.8669	0.313819	47.6984	0.391198
74.4	0.966667	0.00687045	0.0137513	15.5547	29.6719	8.70014	20.9718	16.1141	0.314671	46.1007	0.361934
75.6	0.95	0.00636542	0.0113705	15.2337	28.836	8.53484	20.3012	15.4023	0.314671	44.553	0.343592
76.8	0.933333	0.00625828	0.00909105	14.9303	27.9998	8.37192	19.6279	14.7263	0.314671	43.0409	0.327981
78	0.916667	0.00633469	0.00689066	14.6391	27.1598	8.20941	18.9504	14.0821	0.314671	41.5566	0.313814
79.2	0.9	0.00660402	0.0047034	14.3571	26.3165	8.04641	18.2701	13.4661	0.314671	40.0973	0.300887
80.4	0.883333	0.00696194	0.00257878	14.0823	25.4734	7.88298	17.5905	12.8754	0.314671	38.6635	0.289032
81.6	0.866667	0.00742712	0.000473363	13.8134	24.6328	7.71859	16.9143	12.3076	0.314671	37.2551	0.278096
82.8	0.85	0.00798773	-0.00162432	13.5495	23.7982	7.55359	16.2446	11.7605	0.314671	35.8734	0.267945
84	0.833333	0.00863435	-0.00372399	13.2897	22.9726	7.38822	15.5844	11.2324	0.314671	34.5198	0.258465
85.2	0.816667	0.00935889	-0.00583414	13.0335	22.1568	7.22239	14.9344	10.7219	0.314671	33.1934	0.249556
86.4	0.8	0.0101539	-0.00796224	12.7801	21.352	7.05602	14.296	10.2277	0.314671	31.8944	0.241135
87.6	0.783333	0.0110124	-0.0101148	12.529	20.5592	6.88914	13.6701	9.74887	0.314671	30.6227	0.233131
88.8	0.766667	0.0119274	-0.0122975	12.2796	19.7792	6.72174	13.0574	9.28449	0.314671	29.3783	0.225489
90	0.75	0.0128921	-0.014515	12.0313	19.0122	6.55371	12.4585	8.83391	0.314671	28.1608	0.218159
91.2	0.733333	0.0138993	-0.0167711	11.7836	18.2585	6.38494	11.8735	8.39659	0.314671	26.9697	0.211102
92.4	0.716667	0.0149419	-0.0190686	11.5359	17.5179	6.21532	11.3026	7.97207	0.314671	25.8047	0.204287
93.6	0.7	0.0160126	-0.021409	11.2878	16.7906	6.04474	10.7459	7.56001	0.314671	24.6653	0.197688
94.8	0.683333	0.0171037	-0.023793	11.0388	16.0766	5.87314	10.2034	7.16013	0.314671	23.5514	0.191285
96	0.666667	0.0182075	-0.0262199	10.7882	15.3758	5.70046	9.67532	6.77223	0.314671	22.4627	0.18506
97.2	0.65	0.0193157	-0.0286875	10.5357	14.6883	5.52663	9.16169	6.39615	0.314671	21.3991	0.179001
98.4	0.633333	0.0204199	-0.0311926	10.2808	14.0142	5.3516	8.6626	6.0318	0.314671	20.3607	0.173099
99.6	0.616667	0.0215113	-0.0337304	10.0229	13.3535	5.17537	8.17814	5.67911	0.314671	19.3473	0.167346
100.8	0.6	0.0225809	-0.0362948	9.76158	12.7063	4.99791	7.70837	5.33807	0.314671	18.359	0.161737
102	0.583333	0.0236192	-0.0388783	9.49636	12.0726	4.81927	7.25335	5.00869	0.314671	17.396	0.156269
103.2	0.566667	0.0246163	-0.041472	9.22675	11.4526	4.63948	6.81312	4.691	0.314671	16.4583	0.15094
104.4	0.55	0.0255622	-0.0440658	8.95229	10.8463	4.45862	6.38772	4.38508	0.314671	15.5461	0.145749
105.6	0.533333	0.0264464	-0.0466483	8.6725	10.254	4.27681	5.97717	4.091	0.314671	14.6596	0.140698
106.8	0.516667	0.027258	-0.0492072	8.38691	9.67565	4.09417	5.58148	3.80887	0.314671	13.7992	0.135789
108	0.5	0.0279859	-0.051729	8.09505	9.11151	3.91086	5.20065	3.53882	0.314671	12.965	0.131023
109.2	0.483333	0.0286191	-0.0541998	7.79646	8.56174	3.72709	4.83465	3.28099	0.314671	12.1574	0.126405
110.4	0.466667	0.0291458	-0.0566051	7.49066	8.02651	3.54306	4.48345	3.03555	0.314671	11.3767	0.121937
111.6	0.45	0.0295548	-0.0589302	7.17718	7.50603	3.35903	4.147	2.80266	0.314671	10.6234	0.117626
112.8	0.433333	0.0298347	-0.0611602	6.85556	7.00052	3.17528	3.82524	2.58251	0.314671	9.8977	0.113476
114	0.416667	0.0299741	-0.0632807	6.52529	6.51019	2.9921	3.51808	2.37532	0.314671	9.20017	0.109493
115.2	0.4	0.0299625	-0.0652777	6.1859	6.03527	2.80983	3.22545	2.1813	0.314671	8.53124	0.105684
116.4	0.383333	0.0297896	-0.0671376	5.83686	5.57603	2.62881	2.94722	2.00069	0.314671	7.89139	0.102055
117.6	0.366667	0.0294464	-0.0688482	5.47766	5.13272	2.44942	2.6833	1.83375	0.314671	7.28113	0.0986143
118.8	0.35	0.028925	-0.070398	5.10775	4.7056	2.27205	2.43355	1.68074	0.314671	6.70101	0.0953698
120	0.333333	0.0282192	-0.0717767	4.72655	4.29498	2.09713	2.19785	1.54195	0.314671	6.1516	0.0923297
121.2	0.316667	0.0273249	-0.0729754	4.33346	3.90115	1.9251	1.97605	1.41768	0.314671	5.63351	0.0895031
122.4	0.3	0.0262408	-0.0739865	3.92785	3.52443	1.75642	1.76801	1.30827	0.314671	5.14737	0.0868991
123.6	0.283333	0.0249688	-0.0748038	3.50902	3.16515	1.59158	1.57357	1.21405	0.314671	4.69387	0.0845276
124.8	0.266667	0.0235148	-0.0754228	3.07627	2.82368	1.43109	1.39258	1.13538	0.314671	4.27372	0.0823987
126	0.25	0.0218893	-0.0758406	2.62883	2.50039	1.27551	1.22488	1.07264	0.314671	3.8877	0.080523
127.2	0.233333	0.0201084	-0.0760562	2.16591	2.1957	1.1254	1.07029	1.02625	0.314671	3.53662	0.0789113
128.4	0.216667	0.0181941	-0.0760714	1.68668	1.91005	0.981411	0.92864	0.996612	0.314671	3.22133	0.0775746
129.6	0.2	0.0161748	-0.0758905	1.1903	1.64393	0.8442	0.799734	0.984172	0.314671	2.94278	0.0765243
130.8	0.183333	0.0140858	-0.0755222	0.67592	1.39788	0.714503	0.683372	0.989381	0.314671	2.70193	0.0757716
132	0.166667	0.0119681	-0.0749795	0.142738	1.17245	0.59312	0.579333	1.0127	0.314671	2.49983	0.075328
133.2	0.15	0.00986789	-0.0742815	-0.409997	0.968292	0.480921	0.487371	1.05461	0.314671	2.33757	0.0752049
134.4	0.133333	0.00783471	-0.0734534	-0.982935	0.786077	0.378858	0.407219	1.11556	0.314671	2.21631	0.0754134
135.6	0.116667	0.00591859	-0.0725276	-1.57659	0.626542	0.287961	0.338581	1.19604	0.314671	2.13725	0.0759646
136.8	0.1	0.00412098	-0.0713858	-2.19163	0.490472	0.209339	0.281133	1.29649	0.314671	2.10163	0.0768692
138	0.0833333	0.00259109	-0.0704121	-2.82724	0.378698	0.144172	0.234526	1.41734	0.314671	2.11071	0.0781375
139.2	0.0666667	0.0013012	-0.069471	-3.48405	0.292093	0.0936954	0.198398	1.55902	0.314671	2.16578	0.0797794
140.4	0.05	0.00027521	-0.0686102	-4.16183	0.231564	0.0591897	0.172374	1.72189	0.314671	2.26813	0.0818041
141.6	0.0333333	-0.000473693	-0.0678758	-4.86017	0.198047	0.0419596	0.156087	1.90631	0.314671	2.41903	0.08422
142.8	0.0166667	-0.000942597	-0.0673102	-5.57854	0.192505	0.0433207	0.149184	2.11258	0.314671	2.61975	0.0870347
144	0	-0.00113753	-0.0669496	-6.31633	0.215928	0.0645871	0.151341	2.34096	0.314671	2.87156	0.0902547
