u1	f1	u2	f2	u3	f3
9.700	528.651	9.700	526.135	9.700	530.100
9.800	531.203	9.800	529.500	9.800	533.421
9.900	534.096	9.900	533.916	9.900	537.162
10.000	537.171	10.000	538.535	10.000	541.351
10.100	541.410	10.100	543.562	10.100	546.008
10.200	546.230	10.200	548.521	10.200	551.099
10.300	551.074	10.300	553.664	10.300	556.415
10.400	556.063	10.400	559.346	10.400	561.864
10.500	561.040	10.500	565.321	10.500	567.294
10.600	566.295	10.600	571.365	10.600	573.227
10.700	572.295	10.700	577.615	10.700	579.614
10.800	577.498	10.800	583.952	10.800	585.750
10.900	582.568	10.900	590.384	10.900	591.082
11.000	588.562	11.000	596.526	11.000	597.009
11.050	590.571	11.050	600.186	11.050	600.343
11.100	592.867	11.100	603.005	11.100	603.027
11.150	595.848	11.150	606.449	11.150	605.718
11.200	598.324	11.200	609.580	11.200	608.525
11.250	600.738	11.250	612.843	11.250	611.936
11.300	603.016	11.300	616.232	11.300	615.012
11.350	606.131	11.350	619.426	11.350	618.346
11.400	609.934	11.400	622.378	11.400	621.478
11.450	614.005	11.450	625.927	11.450	624.701
11.500	617.476	11.500	632.109	11.500	627.715
11.550	618.586	11.550	632.808	11.550	631.546
11.600	622.580	11.600	636.773	11.600	635.615
11.650	625.190	11.650	641.340	11.650	640.470
11.700	629.082	11.700	646.880	11.700	646.248
11.750	632.770	11.750	652.520	11.750	652.238
11.800	632.905	11.800	659.464	11.800	658.646
11.850	642.690	11.850	666.513	11.850	666.251
11.900	648.807	11.900	676.846	11.900	673.153
11.950	656.102	11.950	690.522	11.950	680.348
12.000	670.520	12.000	699.302	12.000	687.899
12.050	678.542	12.050	706.898	12.050	695.011
12.100	684.300	12.100	709.632	12.100	702.844
12.150	691.737	12.150	721.819	12.150	710.614
12.200	689.762	12.200	728.451	12.200	715.720
12.250	707.827	12.250	734.524	12.250	723.760
12.300	710.091	12.300	730.447	12.300	731.231
12.350	722.621	12.350	747.565	12.350	736.174
12.400	728.569	12.400	753.989	12.400	744.009
12.450	732.327	12.450	760.368	12.450	746.299
12.500	737.702	12.500	766.689	12.500	749.661
12.550	735.819	12.550	774.077	12.550	756.402
12.600	756.829	12.600	778.764	12.600	755.332
12.650	760.396	12.650	785.404	12.650	771.965
12.700	767.671	12.700	775.515	12.700	781.175
12.750	759.748	12.750	786.073	12.750	785.844
12.800	778.604	12.800	799.598	12.800	793.002
12.850	779.222	12.850	793.569	12.850	794.064
12.900	784.114	12.900	809.457	12.900	801.093
12.950	793.942	12.950	812.815	12.950	794.623
13.000	800.971	13.000	819.264	13.000	811.894
13.050	806.450	13.050	823.379	13.050	798.267
13.100	811.833	13.100	827.238	13.100	820.587
13.150	814.162	13.150	823.481	13.150	817.467
13.200	820.937	13.200	831.985	13.200	827.141
13.250	825.337	13.250	836.972	13.250	832.644
13.300	829.546	13.300	837.848	13.300	835.916
13.350	832.777	13.350	840.516	13.350	841.691
13.400	836.636	13.400	844.467	13.400	824.790
13.450	837.980	13.450	847.589	13.450	830.638
13.500	842.515	13.500	849.441	13.500	841.082
13.550	835.472	13.550	839.744	13.550	844.061
13.600	845.334	13.600	854.730	13.600	845.739
13.650	843.313	13.650	857.968	13.650	849.697
13.700	850.826	13.700	856.716	13.700	852.614
13.750	846.722	13.750	858.618	13.750	854.697
13.800	856.259	13.800	860.638	13.800	855.458
13.850	859.676	13.850	862.142	13.850	854.431
13.900	856.281	13.900	863.854	13.900	859.453
13.950	862.247	13.950	862.316	13.950	860.363
14.000	856.522	14.000	865.235	14.000	861.008
14.050	865.297	14.050	859.291	14.050	862.154
14.100	867.767	14.100	865.920	14.100	862.306
14.150	861.595	14.150	864.949	14.150	862.026
14.200	868.833	14.200	866.192	14.200	862.326
14.250	869.708	14.250	864.577	14.250	861.853
14.300	865.347	14.300	865.945	14.300	861.887
14.350	869.606	14.350	865.156	14.350	861.420
14.400	865.659	14.400	865.053	14.400	861.315
14.450	866.837	14.450	863.696	14.450	860.344
14.500	867.222	14.500	861.388	14.500	859.100
14.550	861.572	14.550	861.091	14.550	857.407
14.600	867.093	14.600	858.861	14.600	856.832
14.650	864.112	14.650	857.503	14.650	851.774
14.700	854.706	14.700	855.614	14.700	850.518
14.750	863.927	14.750	854.159	14.750	850.935
14.800	860.604	14.800	853.204	14.800	846.798
14.850	852.782	14.850	832.977	14.850	845.300
14.900	858.410	14.900	845.705	14.900	841.286
14.950	857.960	14.950	846.101	14.950	838.609
15.000	850.177	15.000	843.358	15.000	826.405
15.050	854.789	15.050	842.889	15.050	825.825
15.100	851.670	15.100	841.098	15.100	832.000
15.150	845.175	15.150	839.179	15.150	827.447
15.200	847.393	15.200	837.524	15.200	825.411
15.250	845.026	15.250	835.569	15.250	819.525
15.300	836.939	15.300	833.446	15.300	819.109
15.350	838.931	15.350	831.530	15.350	816.072
15.400	835.499	15.400	828.839	15.400	814.082
15.450	828.684	15.450	826.456	15.450	809.316
15.500	830.571	15.500	823.427	15.500	812.089
15.550	828.218	15.550	820.519	15.550	806.083
15.600	821.797	15.600	817.776	15.600	805.087
15.650	822.918	15.650	813.936	15.650	802.022
15.700	820.492	15.700	811.018	15.700	795.904
15.750	817.707	15.750	807.101	15.750	790.615
15.800	816.292	15.800	803.028	15.800	796.415
15.850	810.342	15.850	799.141	15.850	791.206
15.900	809.577	15.900	794.451	15.900	789.126
15.950	804.368	15.950	789.747	15.950	786.519
16.000	804.431	16.000	784.979	16.000	783.718
16.050	796.869	16.050	780.083	16.050	779.450
16.100	797.636	16.100	779.458	16.100	778.596
16.150	793.002	16.150	773.133	16.150	775.522
16.200	791.071	16.200	773.407	16.200	775.055
16.250	783.169	16.250	767.613	16.250	770.018
16.300	781.622	16.300	767.832	16.300	764.636
16.350	774.754	16.350	768.950	16.350	762.598
16.400	773.216	16.400	762.842	16.400	759.636
16.450	767.701	16.450	763.668	16.450	757.711
16.500	768.054	16.500	757.071	16.500	755.025
16.550	765.487	16.550	758.015	16.550	753.296
16.600	762.938	16.600	755.615	16.600	751.904
16.650	759.123	16.650	753.210	16.650	750.405
16.700	756.616	16.700	750.619	16.700	748.931
16.750	753.736	16.750	748.236	16.750	749.874
16.800	751.409	16.800	745.949	16.800	748.783
16.850	747.320	16.850	743.484	16.850	748.815
16.900	746.685	16.900	741.427	16.900	748.814
16.950	742.957	16.950	740.279	16.950	749.811
17.000	740.608	17.000	738.993	17.000	748.623
17.050	738.608	17.050	738.013	17.050	748.833
17.100	736.141	17.100	737.124	17.100	748.223
17.150	734.580	17.150	736.352	17.150	747.637
17.200	732.382	17.200	735.442	17.200	746.473
17.250	731.281	17.250	734.468	17.250	747.414
17.300	727.008	17.300	733.541	17.300	746.537
17.350	728.025	17.350	732.554	17.350	747.095
17.400	725.660	17.400	731.792	17.400	746.185
17.450	724.871	17.450	730.904	17.450	746.916
17.500	719.347	17.500	730.030	17.500	746.618
17.550	721.690	17.550	728.983	17.550	747.159
17.600	720.987	17.600	727.940	17.600	746.809
17.650	721.338	17.650	728.661	17.650	746.879
17.700	718.819	17.700	728.979	17.700	746.972
17.750	720.622	17.750	729.734	17.750	747.481
17.800	719.173	17.800	730.521	17.800	747.867
17.850	720.341	17.850	732.063	17.850	748.485
17.900	718.351	17.900	733.352	17.900	749.292
17.950	720.704	17.950	734.989	17.950	749.887
18.000	720.459	18.000	736.634	18.000	750.984
18.050	722.239	18.050	737.490	18.050	752.245
18.100	719.242	18.100	739.160	18.100	753.511
18.150	723.250	18.150	740.604	18.150	754.287
18.200	720.242	18.200	741.907	18.200	755.510
18.250	723.114	18.250	743.865	18.250	756.604
18.300	725.053	18.300	744.578	18.300	757.936
18.350	726.530	18.350	747.400	18.350	758.866
18.400	718.034	18.400	746.820	18.400	760.402
18.450	726.083	18.450	749.739	18.450	762.934
18.500	726.259	18.500	743.925	18.500	764.322
18.550	729.172	18.550	750.648	18.550	765.775
18.600	729.037	18.600	749.397	18.600	768.053
18.650	732.628	18.650	752.179	18.650	769.744
18.700	731.379	18.700	753.739	18.700	771.499
18.750	732.913	18.750	754.570	18.750	773.251
18.800	734.014	18.800	755.538	18.800	775.111
18.850	736.899	18.850	756.479	18.850	777.111
18.900	734.640	18.900	757.231	18.900	779.076
18.950	741.672	18.950	758.041	18.950	781.123
19.000	745.000	19.000	758.268	19.000	783.225
19.050	751.227	19.050	761.608	19.050	785.267
19.100	754.421	19.100	759.063	19.100	788.515
19.150	759.675	19.150	763.922	19.150	791.802
19.200	762.354	19.200	762.514	19.200	795.324
19.250	768.166	19.250	763.435	19.250	798.822
19.300	770.808	19.300	764.359	19.300	801.979
19.350	776.004	19.350	766.266	19.350	805.869
19.400	778.822	19.400	767.145	19.400	808.957
19.450	784.288	19.450	768.277	19.450	812.848
19.500	787.175	19.500	769.908	19.500	815.777
19.550	792.551	19.550	771.840	19.550	818.472
19.600	795.398	19.600	773.917	19.600	821.970
19.650	799.791	19.650	777.482	19.650	825.937
19.700	802.024	19.700	779.914	19.700	829.940
19.750	807.053	19.750	781.638	19.750	833.693
19.800	809.255	19.800	783.027	19.800	837.389
19.850	814.285	19.850	784.559	19.850	841.185
19.900	816.368	19.900	782.526	19.900	844.845
19.950	820.813	19.950	784.057	19.950	847.310
20.000	822.950	20.000	787.925	20.000	847.303
20.050	826.702	20.050	790.427	20.050	846.932
20.100	829.022	20.100	793.896	20.100	852.820
20.150	832.483	20.150	797.064	20.150	860.656
20.200	834.382	20.200	799.239	20.200	860.453
20.250	837.984	20.250	802.190	20.250	867.713
20.300	838.845	20.300	803.484	20.300	869.987
20.350	841.624	20.350	805.938	20.350	873.952
20.400	842.191	20.400	807.067	20.400	876.762
20.450	843.763	20.450	810.300	20.450	878.573
20.500	843.352	20.500	813.347	20.500	880.436
20.550	844.373	20.550	809.444	20.550	882.088
20.600	844.170	20.600	817.315	20.600	882.430
20.650	843.854	20.650	821.045	20.650	882.300
20.700	843.492	20.700	821.485	20.700	882.644
20.750	843.068	20.750	826.047	20.750	882.388
20.800	841.868	20.800	829.380	20.800	881.587
20.850	841.077	20.850	835.065	20.850	881.113
20.900	839.037	20.900	837.701	20.900	880.184
20.950	838.283	20.950	839.349	20.950	879.358
21.000	833.707	21.000	843.949	21.000	877.897
21.050	834.118	21.050	848.086	21.050	876.436
21.100	830.041	21.100	836.612	21.100	874.214
21.150	832.247	21.150	851.472	21.150	872.913
21.200	832.693	21.200	854.443	21.200	870.495
21.250	833.276	21.250	858.116	21.250	868.426
21.300	832.523	21.300	854.813	21.300	866.300
21.350	833.718	21.350	862.629	21.350	865.493
21.400	830.659	21.400	863.701	21.400	864.142
21.450	833.294	21.450	866.441	21.450	864.205
21.500	831.500	21.500	868.552	21.500	864.640
21.550	833.053	21.550	871.011	21.550	865.614
21.600	830.917	21.600	871.757	21.600	867.195
21.650	833.626	21.650	874.914	21.650	869.931
21.700	837.201	21.700	875.650	21.700	872.367
21.750	840.579	21.750	878.589	21.750	874.759
21.800	843.008	21.800	879.689	21.800	876.797
21.850	846.595	21.850	883.471	21.850	879.894
21.900	847.058	21.900	885.631	21.900	881.164
21.950	852.181	21.950	888.804	21.950	884.385
22.000	857.287	22.000	889.297	22.000	886.463
22.050	860.514	22.050	892.788	22.050	889.480
22.100	866.440	22.100	895.213	22.100	892.855
22.150	872.315	22.150	899.153	22.150	898.012
22.200	877.367	22.200	900.957	22.200	901.849
22.250	883.355	22.250	904.911	22.250	908.479
22.300	888.840	22.300	904.912	22.300	912.076
22.350	895.309	22.350	909.493	22.350	917.125
22.400	900.233	22.400	909.021	22.400	921.027
22.450	906.063	22.450	914.238	22.450	926.686
22.500	911.659	22.500	917.254	22.500	929.797
22.550	917.948	22.550	920.344	22.550	935.221
22.600	922.764	22.600	922.205	22.600	938.765
22.650	930.314	22.650	924.196	22.650	943.889
22.700	934.385	22.700	926.199	22.700	947.493
22.750	941.688	22.750	928.317	22.750	951.828
22.800	946.133	22.800	930.952	22.800	954.197
22.850	952.084	22.850	932.215	22.850	958.047
22.900	956.926	22.900	933.607	22.900	962.290
22.950	963.243	22.950	931.713	22.950	965.873
23.000	965.446	23.000	937.465	23.000	969.870
23.050	972.426	23.050	939.283	23.050	973.049
23.100	973.411	23.100	942.211	23.100	976.740
23.150	979.414	23.150	945.909	23.150	978.951
23.200	980.233	23.200	949.660	23.200	983.599
23.250	984.717	23.250	952.593	23.250	985.868
23.300	987.887	23.300	955.638	23.300	988.455
23.350	992.619	23.350	958.547	23.350	992.465
23.400	993.405	23.400	961.072	23.400	994.011
23.450	998.863	23.450	964.442	23.450	998.794
23.500	1003.140	23.500	963.153	23.500	1005.080
23.550	1007.500	23.550	969.142	23.550	1011.090
23.600	1008.420	23.600	968.891	23.600	1015.680
23.650	1013.000	23.650	974.574	23.650	1019.870
23.700	1015.570	23.700	975.381	23.700	1024.590
23.750	1020.660	23.750	981.686	23.750	1029.730
23.800	1023.800	23.800	981.768	23.800	1031.600
23.850	1028.810	23.850	988.092	23.850	1035.690
23.900	1031.600	23.900	988.261	23.900	1039.280
23.950	1037.640	23.950	992.665	23.950	1044.340
24.000	1041.650	24.000	994.415	24.000	1050.710
24.050	1048.380	24.050	999.793	24.050	1055.030
24.100	1053.030	24.100	999.819	24.100	1062.250
24.150	1058.760	24.150	1006.230	24.150	1067.850
24.200	1062.960	24.200	1006.880	24.200	1071.880
24.250	1069.120	24.250	1012.270	24.250	1079.190
24.300	1072.960	24.300	1014.140	24.300	1084.470
24.350	1078.410	24.350	1019.760	24.350	1089.260
24.400	1082.500	24.400	1021.500	24.400	1094.600
24.450	1085.230	24.450	1028.430	24.450	1097.420
24.500	1089.880	24.500	1030.750	24.500	1102.890
24.550	1094.000	24.550	1039.230	24.550	1106.700
24.600	1096.840	24.600	1041.640	24.600	1110.500
24.650	1101.580	24.650	1047.090	24.650	1113.890
24.700	1103.570	24.700	1050.330	24.700	1116.990
24.750	1108.990	24.750	1057.230	24.750	1120.370
24.800	1109.970	24.800	1055.800	24.800	1122.310
24.850	1112.370	24.850	1062.630	24.850	1126.410
24.900	1112.020	24.900	1064.690	24.900	1127.880
24.950	1119.470	24.950	1072.030	24.950	1130.650
25.000	1121.280	25.000	1074.780	25.000	1131.870
25.050	1128.710	25.050	1079.640	25.050	1134.400
25.100	1131.820	25.100	1085.720	25.100	1135.700
25.150	1136.240	25.150	1089.770	25.150	1138.280
25.200	1136.350	25.200	1094.250	25.200	1138.300
25.250	1141.220	25.250	1098.950	25.250	1139.770
25.300	1138.470	25.300	1102.390	25.300	1135.330
25.350	1142.460	25.350	1105.450	25.350	1140.270
25.400	1143.380	25.400	1107.660	25.400	1136.800
25.450	1148.290	25.450	1111.710	25.450	1136.960
25.500	1146.970	25.500	1113.720	25.500	1137.660
25.550	1151.020	25.550	1119.040	25.550	1137.660
25.600	1149.180	25.600	1120.330	25.600	1136.260
25.650	1152.840	25.650	1123.110	25.650	1136.900
25.700	1149.950	25.700	1123.710	25.700	1134.590
25.750	1153.400	25.750	1125.950	25.750	1135.300
25.800	1150.320	25.800	1130.730	25.800	1131.250
25.850	1153.540	25.850	1128.180	25.850	1131.530
25.900	1148.220	25.900	1131.670	25.900	1128.030
25.950	1155.080	25.950	1127.480	25.950	1127.330
26.000	1146.850	26.000	1131.990	26.000	1123.570
26.050	1149.050	26.050	1125.800	26.050	1123.630
26.100	1145.020	26.100	1131.230	26.100	1120.390
26.150	1148.910	26.150	1126.060	26.150	1119.600
26.200	1142.330	26.200	1128.900	26.200	1116.140
26.250	1150.190	26.250	1123.520	26.250	1114.940
26.300	1145.200	26.300	1126.560	26.300	1111.360
26.350	1147.690	26.350	1124.910	26.350	1109.850
26.400	1142.090	26.400	1124.120	26.400	1106.510
26.450	1143.880	26.450	1122.310	26.450	1104.270
26.500	1137.940	26.500	1119.860	26.500	1101.220
26.550	1139.350	26.550	1117.920	26.550	1099.430
26.600	1133.190	26.600	1115.860	26.600	1096.680
26.650	1134.170	26.650	1114.330	26.650	1094.790
26.700	1127.620	26.700	1113.450	26.700	1093.240
26.750	1129.730	26.750	1114.540	26.750	1092.670
26.800	1127.550	26.800	1116.570	26.800	1092.830
26.850	1135.470	26.850	1119.250	26.850	1094.810
26.900	1137.410	26.900	1117.800	26.900	1095.820
26.950	1146.330	26.950	1119.020	26.950	1096.680
27.000	1145.210	27.000	1119.310	27.000	1097.350
27.050	1152.670	27.050	1123.140	27.050	1100.610
27.100	1152.490	27.100	1121.530	27.100	1102.390
27.150	1156.680	27.150	1124.850	27.150	1105.880
27.200	1156.960	27.200	1123.520	27.200	1107.870
27.250	1151.140	27.250	1125.690	27.250	1109.370
27.300	1153.920	27.300	1123.150	27.300	1112.570
27.350	1158.260	27.350	1127.040	27.350	1112.220
27.400	1155.190	27.400	1128.190	27.400	1114.880
27.450	1157.960	27.450	1134.600	27.450	1114.850
27.500	1158.710	27.500	1136.740	27.500	1116.000
27.550	1160.970	27.550	1140.670	27.550	1117.810
27.600	1162.450	27.600	1142.990	27.600	1117.160
27.650	1165.410	27.650	1147.160	27.650	1119.380
27.700	1167.080	27.700	1151.200	27.700	1119.710
27.750	1167.740	27.750	1144.870	27.750	1117.710
27.800	1174.160	27.800	1149.960	27.800	1119.260
27.850	1180.060	27.850	1157.210	27.850	1117.060
27.900	1185.840	27.900	1162.290	27.900	1120.370
27.950	1185.820	27.950	1165.560	27.950	1117.600
28.000	1190.870	28.000	1166.960	28.000	1117.850
28.050	1193.710	28.050	1164.690	28.050	1116.380
28.100	1196.190	28.100	1166.880	28.100	1115.340
28.150	1198.940	28.150	1166.180	28.150	1108.150
28.200	1202.130	28.200	1167.870	28.200	1109.610
28.250	1204.640	28.250	1167.500	28.250	1109.050
28.300	1208.050	28.300	1167.480	28.300	1110.480
28.350	1210.320	28.350	1165.070	28.350	1109.840
28.400	1213.290	28.400	1165.260	28.400	1112.510
28.450	1214.640	28.450	1160.000	28.450	1111.620
28.500	1216.740	28.500	1158.960	28.500	1114.610
28.550	1217.880	28.550	1152.280	28.550	1114.580
28.600	1219.400	28.600	1152.390	28.600	1115.960
28.650	1219.710	28.650	1147.330	28.650	1115.130
28.700	1221.560	28.700	1144.680	28.700	1115.390
28.750	1221.320	28.750	1140.060	28.750	1114.410
28.800	1225.920	28.800	1137.200	28.800	1114.850
28.850	1223.610	28.850	1132.070	28.850	1115.240
28.900	1226.010	28.900	1129.710	28.900	1110.540
28.950	1222.730	28.950	1122.440	28.950	1112.020
29.000	1225.180	29.000	1120.110	29.000	1113.330
29.050	1218.880	29.050	1114.740	29.050	1112.540
29.100	1221.230	29.100	1110.310	29.100	1111.510
29.150	1214.670	29.150	1104.260	29.150	1110.810
29.200	1217.520			29.200	1109.540
29.250	1214.320			29.250	1106.600
29.300	1218.790			29.300	1105.980
29.350	1212.360			29.350	1107.390
29.400	1216.900			29.400	1098.000
29.450	1210.310			29.450	1104.150
29.500	1214.640			29.500	1097.000
29.550	1207.460			29.550	1100.210
29.600	1208.750			29.600	1098.430
29.650	1201.710			29.650	1097.950
29.700	1201.640			29.700	1096.410
29.750	1195.230			29.750	1089.140
29.800	1191.600			29.800	1086.380
29.850	1182.680			29.850	1076.650
29.900	1179.700			29.900	1073.660
29.950	1174.330			29.950	1065.390
30.000	1163.060			30.000	1062.210
30.050	1159.330			30.050	1056.280
30.100	1146.630			30.100	1051.070
30.150	1141.560			30.150	1042.120
30.200	1130.770			30.200	1038.560
30.250	1125.110			30.250	1029.290
30.300	1117.140			30.300	1025.680
30.350	1109.900			30.350	1015.270
30.400	1101.040			30.400	1012.200
30.450	1093.060			30.450	1004.190
30.500	1085.550			30.500	999.912
30.550	1078.890			30.550	992.347
30.600	1074.290			30.600	988.812
30.650	1070.760			30.650	982.230
30.700	1065.620			30.700	978.231
30.750	1062.330			30.750	970.635
30.800	1057.420			30.800	968.617
30.850	1053.900			30.850	958.937
30.900	1048.500			30.900	957.170
30.950	1047.900			30.950	949.969
31.000	1042.340			31.000	948.682
31.050	1040.700			31.050	939.298
31.100	1032.330			31.100	937.913
31.150	1025.760			31.150	928.448
31.200	1019.360			31.200	927.285
31.250	1020.000			31.250	918.314
31.300	1016.750			31.300	918.017
31.350	1018.920			31.350	909.249
31.400	1016.020			31.400	910.167
31.450	1016.930			31.450	900.845
31.500	1013.350			31.500	902.471
